tweet	label
@user she is not wrong tho . some tunisians look like italians	0
"@user @user @user @user bwahahaha - work ? they are liberal tools , honest work is for the conservatives who they depend on to support their chubby little selves . also , i hear they are getting <money> ( and free food ) to be protesters . "" """	0
@user @user @user look at antifa . .	0
@user @user @user @user watch this please ! james & gavin discuss antifa resistance actually in the doj using their positions to target specific americans	0
@user me bitch i will	1
@user @user @user ha ha yes fuck yes $EMOJI$ $EMOJI$ $EMOJI$	1
"@user as a liberal , i have long been insulted when leftists call themselves liberals . "" """	0
@user no it s not .	0
@user now beto will have three excellent opportunities to sell texans on gun control and open borders ! $EMOJI$	0
"<number> ) in a weird way the debate about section <number> reminds me of the gun control debate in the us . they have laws that allow people to own guns designed to kill people yet are shocked when guns are used to kill people . we assumed they would restrain themselves . "" """	1
"@user step <number> : approach the fascist from behind . "" i see two problems with this , the first being that it would require the antifa member to recognize their own projection . """	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user keep the red wave rising help to promote and follow all maga god bless the united states of america god bless our armed forces god bless potus maga or be gone ! help kag	0
"@user she "" is a he . """	0
@user @user typical antifa type and he s not worth anyone s time .	0
. my god . the emmys and the limousine liberals are sick disgusting animals with no brains . .	1
@user there is almost no one that liberals will not insult in defense of their ideological agenda	0
@user get shit poppin	1
@user @user when one of those sides is white supremacists then it should not be hard to say that one of those sides is the wrong side . now stop trying to equate antifa with white supremacists . it just makes you look more like a white supremacist .	1
@user @user that ' s hilarious . . . . let those puerto ricans legalize pot so they can forget about their problems after hurricane maria . . . $EMOJI$ $EMOJI$ thursday thoughts thursday motivation resistance resist maga military veterans tcot this is america url	1
@user @user vinnie s gonna hunt me down at an antifa march . shouldn t be hard to recognise me $EMOJI$	0
@user end of mos2 . sm out in space hears a voice in his head asking if he s kryptonian . turns around and it s mm . mm explains his situation & asks for refuge on earth . sm puts out his hand & introduces himself . has their shaking hand he says welcome to earth . cut to black .	1
@user @user awwh thank alooot bhabi you are so sweet love you $EMOJI$ $EMOJI$ $EMOJI$	0
@user @user no kidding ! tell your sons to never be alone with a woman unless you are dating and even then protect yourself somehow . . . geez i do not know turn your recorder on .	0
@user every one is on these social media platforms arguing about who is racist and who is not while the powers that be manipulate it to push their agendas and gain power . and shit . i know exactly what ur saying im pretty liberal guy and i can not stand the racism discussions .	1
@user fuck u	1
@user @user @user no he did not . he said i am sure there is fine people on both sides . do you disagree with that or are you one of those far left people who think all conservatives are racists . antifa is a terror group that uses violence against innocent people who think differently .	1
@user fuck off url	1
@user @user i would think that if the pope was really a man of god he would have taken care of this problem in the catholic church instead of trying to cover it up	0
"@user your continual use of left liberal progressive on your show are euphemisms for the democrat party who owns "" them until deny them & ideology . you are lying to the public by not calling a spade a spade . """	1
"@user why the focus on the proud boys ? i know you are not a real journalist , kelly , but why not focus on the ones doing all of the violence ? antifa if you want a story ; focus on why journalists "" ( leftist activists ) are constantly ignoring antifa ' s attacks on people . """	0
@user there was once a convaluted theory nixon was deep throat .	0
@user interesting that the gop and even liberals are placing the burden on the accuser . this is not a trial but an examination of whether judge kavanaugh reaches a high enough standard to shape u.s. law for several decades . the burden is on him .	0
@user isn t the coalition for gun control headed up by the lady who was turned down for a job because she was a bully ?	1
@user @user your logo looks an awful lot like the antifa flag and communists flags . coincidence much ?	0
@user @user @user he is a lord now	0
@user @user you can tell he is a hooper too	0
@user @user and i can show you plenty of lefties like antifa getting pummeled like the weak punks they are lol	1
@user that ' s not southern california . it is considered central california . great how our gun control laws work here is not it ?	0
@user conspiracy theories abound . . . .	0
@user @user @user @user @user @user @user @user @user @user @user @user you stated the <number> awb was constitutional . i asked you to provide the scotus case . the response about the alleged support for gun control to that is a complete non sequitur .	0
@user @user so glad you are an american ! americans don t hate . . . . liberals are the true party of hate !	1
@user she is such a beautiful soul . my heart aches for the loss of her babies - but am so happy for her and her rainbow baby . $EMOJI$	0
@user no one attacked kavanope ! ! we are allowed to question liars . he is secretive and he lied under oath . what more do you need ?	1
@user ask ally please tell me something what should i do to help my mom when she is at home with a broken leg cause she ' s in hospital now with a broken leg $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$	1
@user @user she is a cracchead lol just waiting for her to leak it herself	0
@user basically what she is saying is someone wanted to float an accusation without facing any legal or civil accountability for it when it turns out to be bs . this is beyond unethical .	0
@user @user @user we love an eagles family	0
@user brian so sorry for your loss but she is probably with grandpa looking down on all of you with a huge smile so sorry but god wanted her to	0
@user because president trump and god gave us a miracle	0
@user i will not submit to accuser leftist liberals demonrats plantations mind control agenda ! globalist puppet ! me too movement hollyweird snow flakes pedowood was scum ! url	1
@user i ' m almost shot by la gang member / illegal in traffic <number> / <date> pm my belief in the 2 nd amendment : reaches absolute : criminals want victims unarmed : pix later : nra gun control rights grab false flag 2 a ice polsi fienstine trump	1
"@user lol religion of peace "" am i right fellow classical liberals ? izlam totes needs a reformation """	0
@user criminal schmuck .	0
@user carter was the worst one term president until h was passed for that title by oba our first black racist president ! kinda like a black jefferson davis !	1
@user i hope you are at the park . they are playing rush	0
@user so is it time for each of us to tell about wild times we had in high school and college ? ? ? liberals are such jackasses . let he who is perfect cast the first stone . . . . will never be a liberal	0
"@user @user wtf @user & @user seriously . . . what manner of bigoted platforms are you running that label an exhortation for children , black or other , to stay in school "" ? jack dorsey is abigot maga kag """	1
@user liberals will blame the nra before they blame the lunatic that ended the life of <number> innocent individuals .	0
@user it seems that @user holds the whip hand when it comes to governing the @user and brexit .	0
@user ah . . classic antifa . . behaviour of trashpeople . <happy>	1
@user @user imagine having a don t tread on me avi while simultaneously allowing both antifa and the police to tread on you .	0
@user not once did the left ask for gun control after scalise was shot . not once ! vote red to save america	0
@user @user buhari was among the past leader . what did he do during he time people are keep on blame 1 6 year pdp but you are talking about fix what is this government doing ?	0
@user @user maybe he thinks he is .	0
the left thanks to lisa page is realizing that the mueller investigation is doomed but that s not news to us . any investigation of an innocent person is doomed from the start . maga	0
@user @user i am not in uncomefortbul miss williams is a great actor or she thinks she is miss williams is out of order in what she said to the ref rules apply even to miss williams but your turning it in to o as a women do not this bone that miss williams is out of order that ' s a stone wall	1
@user @user look at us we are just so full of ourselves an so narcissistic we can not realize our time is just about up .	0
@user i really want you and need you < <number> < <number> i am your biggest fan i just love your personality i love who you are	0
@user the @user are currently polling <percent> chuka . khan will lose london to the tories at next mayoral election . but that s the aim of the blairite cosplaying tories . keep the conservatives in power stop any real alternative to the financial services 2 nd british empire gaining power . url	0
* lives in chicago * thinks gun control works $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ url	1
@user you are so sweet ! thank you for spreading love into her tml $EMOJI$	0
@user keemstar said he is not paying he just wanted his sever on rust popin i said pay him or the ooks will come for you on rust $EMOJI$	1
@user @user i ve never once heard you be thankful . all you do is shit on canada . on the police . on our history . on conservatives .	1
@user he should have done that with obama	0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user gun control "" only works for those who have the guns $EMOJI$ $EMOJI$ if you have all of the guns , you will most definitely have all of the control . """	0
@user hopefully your obesity catches up with you by then	1
@user sounds like hot lesbian sex to me .	1
@user exactly what i think .	0
@user @user my favourite part of this is watching all the conservatives lose their minds as usual . once again the democrats are being mean to us boo - hoo . lol .	1
"@user @user @user @user believe all women , even those who can not even offer any specific details . "" "" these other women are liars ! "" i know liberals are hypocrites , but try to stay consistent through at least one event . """	1
@user nobody wants a supergirl movie . the show is shitty enough .	0
@user the klan was the militant arm of the democrat party . i haven t seen a past member in public since sen byrd died . antifa is the new militant arm .	0
@user @user this is proof the liberal left cannot think for themselves and have to be told what to say .	0
@user comes with the territory but i m going to say it s the same leftist that control antifa . . . just to make more out of it than it actually is ! just saying	0
@user djt & gop - maga . only for old scared white men again . making women property again .	1
@user we are playing clue based on a high school party in the 8 0 s when a federal judge was in his teens . does anyone really take this seriously ?	1
@user liberals will drive republicans to the polls . no worries !	0
@user god dang ! did not she break campaign finance laws ? why is not she in jail ? ? did not she promise to move out of the us ? ? ? why will not she just go away ? ? ! !	1
"@user i mean , the logic "" behind their claim means that in the <number> ' s the liberals felt it was ok for a man to abuse women . . . that ' s essentially what they are saying . . . and that the conservatives were in the right . . . right ? """	1
@user i love you u beautiful bitch rawr	1
@user eric holder should be in prison ! !	1
@user can it kid	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user ok . you win .	0
@user $EMOJI$ dyrus you are a fucking worthless braindead scumfuck bastard pile of trash mental dickface that should be gunned down in the street like the degenerate you are $EMOJI$	1
@user @user @user @user @user @user @user @user @user @user @user @user @user we ve also written a post about <number> metrics to measure the success of your b2b podcast : url	0
labour councillor shouting nazi scum . . at victims of grooming gangs and this is going to get worse under jeremy corbyn ' s socialist britain muslims islam leftists maga mega mcga mega patriots conservatives url	0
@user i want to fight one of you for real you are taking the piss url	1
@user @user i seriously believe he is evil . .	1
@user tina thank you $EMOJI$ i am $EMOJI$ all in for president trump $EMOJI$ maga $EMOJI$ url	0
shocking undercover video exposes communists inside government : i break rules every day - sara a . carter url maga wwg 1 wga	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user hey one of your antifa bros was on here today saying how much he hated joey . does god condone that hate ? and who is this joey guy ?	0
@user @user <number> years mate ! ! !	0
@user @user @user way more accurate than most theories . most history ancient egypt ect is all made up bs . it s all been fabricated for us i don t claim to know why . but if you start looking into history ect there s no fucking proof of anything . enjoy the show . our consciousness is def changing doit	1
"@user @user @user & may need to end the stigma "" of living in b& b by allowing councils to build more affordable social housing . """	0
@user @user @user @user okay that ' s enough with the a and c shit . they dont care and neither should we .	1
"@user @user i was thinking <number> from antifa n <number> from the nazi "" type ideology . wont argue though . """	0
@user @user dammit ! ! i fell asleep . can someone tell me what they were chanting about ?	0
@user this will be settled and will never see a jury . we will never know the truth . maybe she grabbed him first while swapping spit or he is really that stupid to just grab her . either way i doubt we will ever know the complete truth .	1
@user @user maybe antifa can find gainful employment and join the american dream . url	0
@user how about sessions indict him and his cohorts for operation fast and furious	0
@user @user of course they are . she either agrees to testify on mon or they vote on friday and life moves on until the next obstruction from the lunatic liberals	0
@user @user @user wow ! ! ! no wonder the liberals only got worse as a party of bullies to women . . . ? ? ? no accountability .	1
@user @user liberals did not want to hear from juanita broderick . she was ignored . liberals do not want to hear from keith ellison ' s accuser . double standard	1
@user moore just got don elected again . liberals never learn . he s more unlikable than trump	1
@user and does this surprise any of us trump supporters ! ! ! not at all . . . we have heard him accused of everything that can be imagined ! ! ! we still stand behind our president donald j trump ! ! ! $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$	0
@user acting like an ass is not a good view .	1
@user she doesn t want to be near him . and if he watched the show . she never said anything about loving him she said i don t want to ruin my chance to get to the us . she is keeping it real .	0
@user girl he is fine . lol	0
@user @user @user candiace . she is trash .	1
@user a disaster waiting to happen .	0
@user pat shurmer scored <number> points against the eagles in playoffs last year and only <number> at home vs saints until miracle play he is not a great offensive coach .	0
@user @user it is troubling to me that the top <number> trump haters are diane feinstein & dick schumer . the jewish hatred for this country & conservatives & israel is palpable . i am embarrassed by them .	0
@user @user @user can you let him know ?	0
@user @user you are but rider always makes me aware when you are late for him so late is late no mater who you are meeting . $EMOJI$	0
@user @user how about really healing the country by leaving it and taking the rest of the loony liberals with you	1
@user i said it yesterday . he is literally a walking embalment .	0
@user but he s a hollywood elite !	0
@user oh well . you are a better man .	0
montana restaurant denies don jr use of its facility for campaign rally . donald trump jr wednesday wisdom the resistance maga trump fox news resist impeach trump url	0
@user i do not support trump . he is an abomination !	1
@user liberals are addicted to fake news . chris is their dope man .	1
"@user after watching the entire match and controversy serena is lucky she did not get a match misconduct . she is so upset that the ref . would give her a warning for her coach coaching "" which he even admitted to . the ref did nothing wrong he enforced the rule and serena did it like it . """	1
@user @user she is not a mental health clinician of any kind much less a licensed psychologist . fake psychologist	0
@user meanwhile . . . greatest economy ever . more jobs for blacks and hispanics in history . 4 0 1 k is kicking ass . ms13 and illegals are being deported daily . nk is back to the table for denuclearizing . trump is draining the corruption of doj and fbi . outfrickingstanding ! maga 2020 url	1
@user @user oh rookie you re we re as adorable then and you are now ! quite the baseball family tree .	0
@user @user what a wonderful caring president we have . god bless him ! ! maga	0
@user @user @user @user @user @user @user fuck yes now i have someone to pressure me to get into every pit that opens up	1
@user get her out and a new day will dawn what will you have for brexit ?	0
@user @user @user what the hell has his location at the time of the shooting got to do with anything ? people do not have to be shot to fight for gun control ! usually they can not after the event because they are usually dead !	0
@user @user @user @user @user @user she is amazing ! !	0
@user history repeats itself url	0
@user @user she is !	0
@user nbc just doesn t get it ! it has nothing to do with the day of the week or football . it has everything to do with the liberals looking down their noses at the american people . their sanctimonious political remarks - laughing at those who do not think like them .	0
shits about to hit the fan . maga url	1
@user you are a lier christine ford soros pays you well and your lawyer will not work we all know you lie shame on you !	1
@user @user wow those liberals are so uncivil and full of hate . lick a witch url	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user bill clinton 9 0 s gun control law which banned assault weapons was effective public safety policy which the nra worked to undo it during the bush years . clintons are profiles in courage to take on gop & beat the nra . weak nra bernie voted 5 x for nra .	0
@user wont matter to me . cannot stand all those holier than thou liberals - somebody told them society beloeve they are brilliant experts on politics - hehe -	0
@user what a beautiful person she is .	0
@user @user it matters less than swaying the political slant of the scotus by both parties . that s a fact . this is only important to lib s and conservatives as to the court makeup .	0
@user they meet many many fans it s amazing that he remembered her don t be a bitch	1
@user @user @user i told u that wont work . there will be another ccp . if the gop collapses and becomes a rump party the liberals will grow until the democratic party splits in the middle into conservative tendency democrats and liberal tendency democrats .	0
@user @user @user did not think i could have less respect for whoever she is until now .	0
@user this is not about democrats or republicans . this woman has absolutely nothing to gain by coming forward but much to lose . why the maga people seem to not mind sweeping so much under the rug is beyond me .	0
@user you are so wonderful elizabeth . . . kisses from italy . . . .	0
@user @user same kamau bell who spoke to antifa and helped incite them to riot a year ago ?	0
@user a bat my nigga	1
@user @user so you say . when you are older you may understand . what anyone believes is quite irrelevant - - as you yourself are asserting .	0
@user could not care less about either one of them .	0
"@user this is a good example of why we can not ban the ar - <number> . someone could ' ve used gun control "" on those pussies . """	1
@user @user @user the historic moniker for the tories is the stupid party . american conservatives test out with lower average intelligence than liberals .	0
@user rip comrade ! antifa	0
", . . . criminal complicity in all of this mess ! - - - last night , mr . gregg jarrett appeared on hannity "" ! , . . . he is always incredible , and he made another great point when he reminded all of us that "" starting an illegitimate investigation is a crime "" ! - - - truth is coming out mueller ! """	1
rino rauner has severely failed illinois . touting his turn around agenda he gave us nothing but his turn coat agenda . illinois conservatives not have one choice vote @user for state experience ! url	0
@user well you are picking the wrong ones	0
@user georgia wants moral degenerates like this to paddle their students ? ?	0
getting ready to disavow some toxic backlinks . . . thank you bing ! usa maga usa	0
@user @user funny watching these liberals all of a sudden do a <number> on being transparent . warner had no problems with leaks . now when the truth is out he has issues . its over . some people are in big trouble . warner is likely one of them .	0
@user she is ! $EMOJI$ $EMOJI$ $EMOJI$	0
@user you are .	0
@user @user no . i think he knows @user is going to lose anyway and he has nothing to lose in this battle . he is like a suicide bomber can only think tactically unfortunately he can only lie to stay in news .	1
@user @user @user if any left leaning freak attacks me i will attack back . but so many conservatives are just compliant . happy with just bitching and complaining . how can we fire people up . the left has got energy . lots of it . and if things don t change . we re going to loose .	1
@user @user he is u15 . . let me know if you have any more info on other clubs . i am definitely interested . thanks alot .	0
@user wait why did they need a warrant ? is he currently under investigation ? pretty sure he is currently not alive .	0
@user @user @user omg you look so beautiful ! ! ! ! you are killing it $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$	0
@user he is barely a journalist .	0
"@user scary movies are terrible , i get jumpy and end up crying when something pops up . "" she did not mind going out , if that is what he wants to do she is completely okay with it . maybe a night out would be good for them . "" i am a pro ice cream eater . i used to eat it daily . "" """	0
@user i think that some might be wearing nasks and carruing antifa flags	0
@user amazing when reporters are scared of the truth ! ! does not that tell you everything ! maga release the documents	0
@user @user oh yes . he is a coward .	1
@user strata data ai data hairball : @user tdavis touring the application of cognitive and machine learning techniques to speed governance of data url	1
@user degenerative behavior creeps onto our sovereignty and justice system	0
@user @user who really cares about any of this wack ass beef ? ? ? $EMOJI$ $EMOJI$	1
"@user @user brandon straka , your nov walk away "" protest march will be dangerous . the left always turns to violence , profanity , masked rioters since they will do anything for a soros $ gift card . they know nothing but violence as this is all they are capable of understanding . """	0
@user @user @user @user i think it s a political impasse - conservatives aren t going to vote to force a ge and tm isn t going to allow remain on the ballot paper ?	0
@user @user even her brother thinks she is a monster : url	1
@user but . . . you are gamestop	0
@user @user now let s do antifa radicalization ! ! !	0
@user @user definitely not as strange as her . thats for sure . shes a professor at a alt - left university . all those folks are kooky . trump maga	1
@user got your ass lmao	1
@user yes he is and it ' s giving a good view	0
@user i love carole ! she is so smart i will really miss her ! rhony was hoping u would have been a great addition to @user or another political show . any news on what u will do next ? $EMOJI$	0
@user @user yes . liberals .	0
@user i ll bet you mock disabled people too . funny how the maga crowd likes to pick on the weak and support the powerful . like bullies . wonder who your role model is ?	1
@user bitter barack . that says it all	0
"joe biden calls trump supporters dregs of society . biden organized a coup in ukraine . his son steals $b from ukrainian people as they leave their country in search of jobs . @user maga potus @user @user zog """	1
@user is out of control . they destroy ford by exposing her . now claim she is receiving death threats . uhm . . then stop threatening her . fact is liberals are only ones who threaten people . @user investigate dnc !	0
@user @user @user @user so he is misogynistic cause his opinion is different ? ? i guess that makes you a bigot !	1
$EMOJI$ truthfeed news $EMOJI$ $EMOJI$ ' dems scramble and suddenly hit the brakes on kavanaugh s accuser ' maga 2 a prolife url	0
@user really not at all . i do claim you are chicagojordan . but i have never said you are experienced with the outdoors	0
"@user @user when liberals and trump haters leak bits of classified intel it ' s patriotic and the right things to do . "" when presidnet trump orders that entire documents be declassified to the country its dangerous and potentially harmful right ? you hypocrites are pathetic . """	0
<number> ) trump never received any contributions from over seas . <number> ) obama received over a million but you said nothing . fact you should delete your twitter propaganda . then get help for trump derangement syndrome . you are the swamp . hardball tucker url	0
@user @user or perhaps it s because he is gone $EMOJI$	0
@user he will end in gitmo	0
@user antifa wannabe $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$	0
@user @user good luck lad	0
@user oh man i was just telling myself this today . such good and encouraging advice when you are doing something new .	0
@user oh fuck yeah	1
@user fluctuat nec mergitur - latin for she is tossed by the waves but she does not sink - also the city motto of paris .	0
@user ren oppa ! ! i love you you are cute $EMOJI$	0
@user hah ! makes me think of my cat back at home < / <number> mighty hunter that she is !	0
@user hard to know where colin ' s lips stop and nike begins	0
@user tea . i was mad when i saw that shit .	1
@user q anon devotees only : the shooting at sandy hook elementary school in <number> was a hoax or false flag to curry favor for gun control	0
@user you are a true blessing	0
@user @user @user @user it ' s not from antifa . it was a troll created by pol .	0
"@user @user @user @user @user @user understood , sir ! nation hunkered down in our commitment <number> help you maga , in your god given stable genius words : till the bitter end "" . . . god speed tziyon , shalom ! con musica , lucho , latin jazz vocalist & composer """	0
@user you are a coward and really have no right to be ag . you are a disappointment . your days are numbered and so his your party .	1
@user @user liberals putting politics ahead of the economy ? never	0
"@user @user @user @user @user @user @user @user <number> / <number> liberals say ( rightly ) there ' s lots of prejudice and discrimination between migrants "" then conclude "" all opposition to migration is just arbitrary prejudice "" . but that requires seeing the distinction between citizens and migrants as arbitrary and prejudice driven . """	0
@user @user @user he . is . a . sociopath . they are incapable of feeling empathy . period .	1
@user @user apparently they did not learn from gun control .	0
"@user your article on clay travis politics in sports "" is the same old antifa - like rant """	0
@user he will not . he ' s too grotesquely fat and looks like he never takes a bath . he could go any time .	1
@user she went to my high school . dumb liberals are prevalent in my area	1
"<number> / even before that , in <number> , britain ' s most senior foreign office official that the conservatives ' prosperity agenda "" was now more high up the list of priorities than human rights url url"	0
@user does penn state produce criminals too ?	0
@user surprised because they look like females in antifa .	0
@user proud to be antifa af ! ! ! !	0
@user @user you are absolutely right	0
@user @user she is the gift $EMOJI$ that keeps on giving ! we conservatives just love her !	0
@user he ' s an actor and a comedian not a political leader	0
"believe in something , even if it means sacrificing everything . "" @user maga url"	0
@user @user @user @user @user @user @user @user @user @user @user he calls him wil because he knew him . because he is old .	0
@user and how is the investigation against your son the antifa terrorist going	1
@user you are killing me ! ! ! we landed in phx <number> min early from san and have been sitting on tarmac for <number> min . now officially late looks like i am going to miss my connection to oak . this sucks ! ! ! ! ! ! ! !	1
@user @user antifa is hatred incarnate	0
@user @user all bull !	0
@user a super super generalised statement . what you are saying goes against every economic meteric . one of the biggest reasons irish / european gdp has increased is because of freedom of movement . if you feel for the taxpayers look to nationalized banking debt first ! not migrants .	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user we have the biggest balls of them all . . . . just saying . maga url	0
@user srsly it sucks . when ur living life it s full of bullshit rules we just gotta suck up to survive	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user followed most patriots already and got the rest appreciate a follow back maga $EMOJI$	1
@user its all about you . . . trying to sell your stuff do not worry that everything is going to shit politically you must be liberals	0
@user she makes me sick . she uses these confirmation hearings and investigations to campaign and for photo ops . she is a junior senator that is way out of her league .	1
@user @user compare the coffers of greg photo op guy walden and jamie mccleod skinner and you ll see that his treasure chest is in the millions from nra and telecom industry . anti - fair and open internet . anti reasonable gun control measures . for exploiting public lands .	0
@user i breatge in kpop stan u nigger	1
"@user it wasn ' t as if he was bothering her . however , after a moment she looked up from her phone and sighed . i am sorry , growing up the way i did , i am a little bit of a hard ass , when people give me compliments , i apologise because you did not """	0
@user once again as lt governor of california you are concentrating on another country . how about focusing on california constituents and fix the ever increasing taxes and regulations this will double our electricity bill rates ! url	0
@user shows the world just how useless and ineffective you are . . you little whiny brat . . why not go cry in the corner with what ' s his nuts ? ? ? oh yeah . . . acosta	1
@user @user @user house price increase has nothing to do with immigration . the lack of affordable housing is mainly down to this government not building any and the inflated prices are down to the banks and their lending practices . url	0
@user i found out today that jesus isn t white and so now i can t go to church on sunday and i can t watch football damn obama liberals	1
@user finally holy shit you are finally reading the goat	1
@user @user @user completely agree with this the conservative government has cut taxes for the lowest earners but by making tax fair has increased tax receipts @user	0
@user @user california is a state . in the usa . how stupid do you have to be to think there is gun control ?	0
@user @user maga red wave baby	0
@user @user that ' s an antifa soy girl !	0
"@user that ' s why you will always hear the @user say vague words like billionaires "" - while we will say actual names - like bezos , zuckerberg , soros , xi , purdue - all fund the @user name a billionaire wall streeter funding the conservatives ? name one ! who ' s corrupt ? really ? """	0
<number> : don pittis cbc : is the people ' s party of canada liberal ? it depends on the definition url	0
actually i avoid purple because everyone loves it and i m addicted to pissing people off . i also detest the color purple . url	0
. . . and the rino speaks . . . again sassy has been one of the most frequent and vocal critics of trump policies calling out trump for his handling of issues ranging from gun control to tariffs thinks about quitting ~ do not the door $EMOJI$ hit you url fox news	0
@user he never did show much intelligence .	0
@user @user @user you are such a lier and all for money . nobody wants francoism here in spain ! except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in catalonia ! why all your friends are with vlaams belang ? & the italian nazis ? nazi url	1
@user she wants gun control ? figures url	0
. @user you sir are correct . there are so many good men . she is completely out of line . url	0
@user remember : you are talking about the same media that never questions the assertions that everyone on the right is a nazi and antifa is just a group of protesters .	0
@user fuckin great brother . i just laughed like a little girl . grab your balls stay in the trade	1
@user @user gun control crowd wants gun sales to have the <number> filed but they succeed in getting gunbroker app shut down . as most gunbroker sales ( i ' d guess over <percent> ) are guns shipped from ffl to ffl . kinda like wanting gun safety and getting ranges shut down . all about control .	0
@user is for everyday working men and women . vote republican and keep trump and his policies . a vote for a @user will cost you money folks . maga winning url	0
@user you are so freaking valid	0
@user @user @user @user what exactly do you mean by common sense gun control you first need to understand firearms how they function what their role is in our constitutional republic and that banning them from law abiding citizens does nothing to protect law abiding citizens .	0
@user @user those two definitely could i agree and even last year tom threw for <number> and lost . one strip sack away from possibly driving down and doing what he does best which is win super bowls . it goes both ways though - tom is also a helmet catch away from winning another ring as well	0
@user @user the antifa crowd ? what a quack .	1
@user @user @user any updates re ending your blatant racism as windrush & grenfell proves you are @user @user all out politics politics live pm qs @user url	0
@user how to develop their competitive skills and social skills in home schooling . . . as my child too complain abt bullying and unjust behaviour of teachers since she is super active . . .	1
@user i feel like he is better chasing the title	0
"@user @user @user @user @user @user anyone concerned with mass gun killings "" should reject "" gun control "" outright as unconstitutional . especially since during the first <number> years of the twentieth century alone , governments killed some <number> million people . facilitated by "" gun control . """	1
@user @user thank you @user	0
@user tbh if you re doing international adoption you re pretty much buying a child $EMOJI$ $EMOJI$ . people do spend a lot adopting children bc our system allows people to baby broker for profit . in america if you re going through an agency you are in part buying a child	0
@user but you are dreg of society ! !	0
@user $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ because he is not important	0
@user if you are not sure then l will block all these useless tweets . ok ?	1
@user are we really supposed to believe the party of violent liberal antifa with their kkk hoods who beat the hell out of strangers they know nothing about somehow care at all for this ? are we supposed to trust the party who funds antifa to tell us the truth on any subject ?	0
"@user please do not confuse liberal "" with "" progressive "" . we are all liberals at heart . we do not force our beliefs on others . the same cannot be said for lefty progressives . """	0
@user here s @user helping improve how women are to be watched in sports . $EMOJI$ url	0
. @user will serve the interests of washington liberals like @user and @user @user will represent conservative kentucky values . too liberal for nky url	0
@user oh wait i read that wrong hfjdhd so they don t know infinity war huh	0
lol ted cruz thinks texas voters are stupid . says beto o ' rourke will ban barbeque from the state of texas . resist maga ridiculous url	1
@user nove reputation tour for pc as the concert tour	0
<number> . have we thought about gun control in uganda ? <number> . do we have records of most of the guns in the country ? <number> . do we have laws controlling our borders ? <number> . who is safe ?	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user killing the number is finishing your time . . . no parole . . . you are done	0
@user the persona that you project masks your insecurities . you are hurt and disappointed . politics is a dirty business . move on and make a difference . hillary lost because too many people sat out the last election . get involved in displacing devin nunes and or duncan hunter in calif .	1
@user @user @user and are now the nazi party . . . antifa url	0
@user @user that s funny i don t care who you are	0
@user @user takes a break from fluffing the @user	0
@user @user global clash between liberals and conservative . shastrartha style .	0
@user @user did you reply to him with haleigh for afp ? i think he is blocking for that .	0
@user hey ontario the liberals took billions from you & gave it to multi national companies calling it a green energy plan don t worry your on hook for another <number> years . . . as for real viable alternatives beyond hiding more taxes . . . they had nothing . . . ford nation this is up to you	0
@user @user can t argue there .	0
@user @user @user hah ! the fucking chats ! ? ! onya boys !	1
@user he is an evil godless man .	1
@user @user its not that he can not dye the hair the way he wants it ' s part of the concept they promote using the haircolors from the music video . . . all these things are planned well before hand . and you are leaving the part jin actually says they do not listen to their company .	0
@user @user unfortunately you are right . keep it real . she is the assault weapon !	0
@user by the way why don t you move to haiti ? you liberals seem to make shit holes out of large cities . so go somewhere where it s already a shit hole so you don t have to do any work !	1
@user <number> is sweating . he knows he is screwed . . tick rock . orange is the new orange .	0
- - call the gun control in oregon is prohibited on the state and federal level .	0
republicans conservatives @user wet dreams : step <number> : confirm predator as scotus judge step <number> : eliminate women ' s choice step <number> : eliminate non white ' s voting rights step <number> : eliminate women ' s voting rights step <number> : end immigration	1
